date,datetime,cash_type,card,money,coffee_name,hour,transaction_category,day,month,year,month_name,datetime_time
19/04/2024,58:54.1,card,ANON-0000-0000-0124,38.7,Hot Chocolate,13,Medium,19,4,2024,April,58:54.1
19/04/2024,59:49.7,card,ANON-0000-0000-0124,38.7,Cappuccino,13,Medium,19,4,2024,April,59:49.7
19/04/2024,23:19.3,card,ANON-0000-0000-0024,38.7,Cocoa,18,Medium,19,4,2024,April,23:19.3
19/04/2024,25:33.4,card,ANON-0000-0000-0009,33.8,Americano with Milk,18,Medium,19,4,2024,April,25:33.4
20/04/2024,24:42.7,cash,Cash,35,Americano with Milk,11,Medium,20,4,2024,April,24:42.7
20/04/2024,08:35.7,card,ANON-0000-0000-0125,33.8,Americano with Milk,12,Medium,20,4,2024,April,08:35.7
20/04/2024,09:42.7,card,ANON-0000-0000-0125,33.8,Americano with Milk,12,Medium,20,4,2024,April,09:42.7
20/04/2024,08:37.4,card,ANON-0000-0000-0118,28.9,Americano,13,Medium,20,4,2024,April,08:37.4
20/04/2024,09:47.9,card,ANON-0000-0000-0118,33.8,Americano with Milk,13,Medium,20,4,2024,April,09:47.9
20/04/2024,10:55.2,card,ANON-0000-0000-0118,38.7,Hot Chocolate,13,Medium,20,4,2024,April,10:55.2
20/04/2024,44:18.1,card,ANON-0000-0000-0040,38.7,Cappuccino,14,Medium,20,4,2024,April,44:18.1
20/04/2024,11:00.3,card,ANON-0000-0000-0009,33.8,Americano with Milk,15,Medium,20,4,2024,April,11:00.3
20/04/2024,22:40.7,card,ANON-0000-0000-0012,32.82,Americano with Milk,15,Medium,20,4,2024,April,22:40.7
20/04/2024,49:25.1,card,ANON-0000-0000-0126,32.82,Americano with Milk,15,Medium,20,4,2024,April,49:25.1
20/04/2024,07:58.0,cash,Cash,39,Cocoa,17,Medium,20,4,2024,April,07:58.0
20/04/2024,27:41.5,card,ANON-0000-0000-0127,37.72,Cappuccino,18,Medium,20,4,2024,April,27:41.5
20/04/2024,28:46.9,card,ANON-0000-0000-0127,37.72,Cappuccino,18,Medium,20,4,2024,April,28:46.9
20/04/2024,30:55.3,card,ANON-0000-0000-0128,37.72,Latte,19,Medium,20,4,2024,April,30:55.3
21/04/2024,16:45.7,card,ANON-0000-0000-0001,37.72,Latte,11,Medium,21,4,2024,April,16:45.7
21/04/2024,15:37.5,card,ANON-0000-0000-0099,27.92,Americano,14,Medium,21,4,2024,April,15:37.5
21/04/2024,09:03.2,cash,Cash,39,Cappuccino,17,Medium,21,4,2024,April,09:03.2
22/04/2024,09:16.4,card,ANON-0000-0000-0012,27.92,Americano,11,Medium,22,4,2024,April,09:16.4
22/04/2024,29:27.1,card,ANON-0000-0000-0129,32.82,Americano with Milk,11,Medium,22,4,2024,April,29:27.1
22/04/2024,40:33.0,cash,Cash,39,Latte,18,Medium,22,4,2024,April,40:33.0
22/04/2024,39:04.8,card,ANON-0000-0000-0009,37.72,Latte,19,Medium,22,4,2024,April,39:04.8
22/04/2024,02:29.2,cash,Cash,39,Cappuccino,20,Medium,22,4,2024,April,02:29.2
23/04/2024,22:36.0,card,ANON-0000-0000-0025,37.72,Cappuccino,14,Medium,23,4,2024,April,22:36.0
23/04/2024,23:53.1,card,ANON-0000-0000-0024,32.82,Americano with Milk,14,Medium,23,4,2024,April,23:53.1
23/04/2024,24:57.5,card,ANON-0000-0000-0009,37.72,Cappuccino,14,Medium,23,4,2024,April,24:57.5
23/04/2024,42:27.8,card,ANON-0000-0000-0130,32.82,Americano with Milk,19,Medium,23,4,2024,April,42:27.8
23/04/2024,43:26.2,card,ANON-0000-0000-0130,32.82,Americano with Milk,19,Medium,23,4,2024,April,43:26.2
24/04/2024,19:38.3,card,ANON-0000-0000-0001,37.72,Latte,10,Medium,24,4,2024,April,19:38.3
24/04/2024,21:27.3,card,ANON-0000-0000-0131,32.82,Americano with Milk,10,Medium,24,4,2024,April,21:27.3
24/04/2024,23:46.1,card,ANON-0000-0000-0132,32.82,Americano with Milk,11,Medium,24,4,2024,April,23:46.1
24/04/2024,33:26.3,card,ANON-0000-0000-0133,32.82,Americano with Milk,11,Medium,24,4,2024,April,33:26.3
24/04/2024,39:09.3,card,ANON-0000-0000-0059,32.82,Americano with Milk,12,Medium,24,4,2024,April,39:09.3
24/04/2024,39:07.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,16,Medium,24,4,2024,April,39:07.4
24/04/2024,39:50.0,card,ANON-0000-0000-0134,32.82,Americano with Milk,19,Medium,24,4,2024,April,39:50.0
24/04/2024,40:54.0,card,ANON-0000-0000-0134,37.72,Cappuccino,19,Medium,24,4,2024,April,40:54.0
25/04/2024,46:08.1,card,ANON-0000-0000-0135,27.92,Americano,10,Medium,25,4,2024,April,46:08.1
25/04/2024,18:27.0,card,ANON-0000-0000-0009,37.72,Latte,15,Medium,25,4,2024,April,18:27.0
25/04/2024,09:43.5,card,ANON-0000-0000-0012,27.92,Americano,17,Medium,25,4,2024,April,09:43.5
25/04/2024,10:49.2,card,ANON-0000-0000-0012,27.92,Americano,17,Medium,25,4,2024,April,10:49.2
26/04/2024,12:50.6,card,ANON-0000-0000-0001,37.72,Latte,10,Medium,26,4,2024,April,12:50.6
26/04/2024,01:30.6,card,ANON-0000-0000-0136,37.72,Latte,12,Medium,26,4,2024,April,01:30.6
26/04/2024,31:28.3,card,ANON-0000-0000-0137,37.72,Cappuccino,13,Medium,26,4,2024,April,31:28.3
26/04/2024,32:35.4,card,ANON-0000-0000-0012,27.92,Americano,15,Medium,26,4,2024,April,32:35.4
26/04/2024,33:33.1,card,ANON-0000-0000-0012,27.92,Americano,15,Medium,26,4,2024,April,33:33.1
26/04/2024,23:26.5,card,ANON-0000-0000-0138,27.92,Cortado,16,Medium,26,4,2024,April,23:26.5
26/04/2024,24:33.8,card,ANON-0000-0000-0139,27.92,Americano,16,Medium,26,4,2024,April,24:33.8
26/04/2024,32:07.1,card,ANON-0000-0000-0009,37.72,Hot Chocolate,19,Medium,26,4,2024,April,32:07.1
26/04/2024,33:30.2,card,ANON-0000-0000-0009,37.72,Cocoa,19,Medium,26,4,2024,April,33:30.2
27/04/2024,27:00.7,card,ANON-0000-0000-0009,37.72,Cappuccino,15,Medium,27,4,2024,April,27:00.7
28/04/2024,32:52.5,card,ANON-0000-0000-0001,37.72,Latte,10,Medium,28,4,2024,April,32:52.5
28/04/2024,30:09.7,card,ANON-0000-0000-0140,37.72,Cappuccino,12,Medium,28,4,2024,April,30:09.7
28/04/2024,27:08.2,card,ANON-0000-0000-0012,27.92,Americano,18,Medium,28,4,2024,April,27:08.2
28/04/2024,28:11.4,card,ANON-0000-0000-0012,27.92,Americano,18,Medium,28,4,2024,April,28:11.4
28/04/2024,29:02.4,card,ANON-0000-0000-0019,37.72,Latte,18,Medium,28,4,2024,April,29:02.4
29/04/2024,26:31.9,card,ANON-0000-0000-0141,27.92,Cortado,11,Medium,29,4,2024,April,26:31.9
29/04/2024,27:56.9,card,ANON-0000-0000-0003,27.92,Americano,13,Medium,29,4,2024,April,27:56.9
29/04/2024,28:53.9,card,ANON-0000-0000-0003,27.92,Cortado,13,Medium,29,4,2024,April,28:53.9
29/04/2024,53:35.7,card,ANON-0000-0000-0141,27.92,Cortado,13,Medium,29,4,2024,April,53:35.7
29/04/2024,54:24.4,card,ANON-0000-0000-0141,32.82,Americano with Milk,13,Medium,29,4,2024,April,54:24.4
29/04/2024,37:48.4,card,ANON-0000-0000-0140,37.72,Cappuccino,18,Medium,29,4,2024,April,37:48.4
29/04/2024,12:33.2,card,ANON-0000-0000-0134,37.72,Cappuccino,19,Medium,29,4,2024,April,12:33.2
29/04/2024,13:37.9,card,ANON-0000-0000-0134,37.72,Cappuccino,19,Medium,29,4,2024,April,13:37.9
30/04/2024,16:41.5,card,ANON-0000-0000-0142,37.72,Latte,10,Medium,30,4,2024,April,16:41.5
30/04/2024,34:52.2,card,ANON-0000-0000-0142,32.82,Americano with Milk,10,Medium,30,4,2024,April,34:52.2
30/04/2024,35:47.6,card,ANON-0000-0000-0142,32.82,Americano with Milk,10,Medium,30,4,2024,April,35:47.6
30/04/2024,41:52.3,card,ANON-0000-0000-0142,27.92,Americano,13,Medium,30,4,2024,April,41:52.3
30/04/2024,43:00.0,card,ANON-0000-0000-0142,32.82,Americano with Milk,13,Medium,30,4,2024,April,43:00.0
30/04/2024,19:18.1,card,ANON-0000-0000-0142,37.72,Cappuccino,19,Medium,30,4,2024,April,19:18.1
30/04/2024,30:04.0,card,ANON-0000-0000-0142,32.82,Americano with Milk,19,Medium,30,4,2024,April,30:04.0
30/04/2024,31:21.0,card,ANON-0000-0000-0142,37.72,Latte,19,Medium,30,4,2024,April,31:21.0
02/05/2024,33:55.7,card,ANON-0000-0000-0143,27.92,Americano,10,Medium,2,5,2024,May,33:55.7
02/05/2024,29:57.1,cash,Cash,39,Latte,11,Medium,2,5,2024,May,29:57.1
02/05/2024,49:39.9,card,ANON-0000-0000-0133,32.82,Americano with Milk,13,Medium,2,5,2024,May,49:39.9
02/05/2024,36:22.1,card,ANON-0000-0000-0144,37.72,Cappuccino,18,Medium,2,5,2024,May,36:22.1
02/05/2024,41:11.2,card,ANON-0000-0000-0024,32.82,Americano with Milk,18,Medium,2,5,2024,May,41:11.2
02/05/2024,18:33.1,card,ANON-0000-0000-0145,37.72,Latte,19,Medium,2,5,2024,May,18:33.1
02/05/2024,19:56.4,card,ANON-0000-0000-0145,37.72,Cappuccino,19,Medium,2,5,2024,May,19:56.4
03/05/2024,11:53.4,cash,Cash,39,Latte,10,Medium,3,5,2024,May,11:53.4
03/05/2024,30:00.9,card,ANON-0000-0000-0146,37.72,Latte,14,Medium,3,5,2024,May,30:00.9
03/05/2024,03:24.9,card,ANON-0000-0000-0147,37.72,Latte,17,Medium,3,5,2024,May,03:24.9
06/05/2024,05:17.9,card,ANON-0000-0000-0148,27.92,Americano,10,Medium,6,5,2024,May,05:17.9
06/05/2024,06:51.6,card,ANON-0000-0000-0149,37.72,Cappuccino,10,Medium,6,5,2024,May,06:51.6
06/05/2024,08:05.9,card,ANON-0000-0000-0149,32.82,Americano with Milk,10,Medium,6,5,2024,May,08:05.9
06/05/2024,09:08.0,card,ANON-0000-0000-0150,27.92,Americano,10,Medium,6,5,2024,May,09:08.0
06/05/2024,39:12.6,card,ANON-0000-0000-0141,27.92,Cortado,10,Medium,6,5,2024,May,39:12.6
06/05/2024,34:20.6,cash,Cash,29,Americano,11,Medium,6,5,2024,May,34:20.6
06/05/2024,18:11.0,card,ANON-0000-0000-0148,27.92,Cortado,13,Medium,6,5,2024,May,18:11.0
06/05/2024,19:00.8,card,ANON-0000-0000-0148,27.92,Americano,13,Medium,6,5,2024,May,19:00.8
06/05/2024,18:13.0,card,ANON-0000-0000-0151,37.72,Cappuccino,19,Medium,6,5,2024,May,18:13.0
06/05/2024,19:49.5,card,ANON-0000-0000-0151,37.72,Cappuccino,19,Medium,6,5,2024,May,19:49.5
07/05/2024,44:55.6,card,ANON-0000-0000-0148,37.72,Cocoa,10,Medium,7,5,2024,May,44:55.6
07/05/2024,21:58.5,card,ANON-0000-0000-0141,27.92,Cortado,11,Medium,7,5,2024,May,21:58.5
07/05/2024,23:34.9,card,ANON-0000-0000-0077,27.92,Cortado,13,Medium,7,5,2024,May,23:34.9
07/05/2024,42:07.9,card,ANON-0000-0000-0148,37.72,Cocoa,16,Medium,7,5,2024,May,42:07.9
07/05/2024,55:38.8,card,ANON-0000-0000-0152,27.92,Americano,16,Medium,7,5,2024,May,55:38.8
07/05/2024,37:46.4,card,ANON-0000-0000-0153,37.72,Cappuccino,17,Medium,7,5,2024,May,37:46.4
07/05/2024,38:48.2,card,ANON-0000-0000-0153,37.72,Latte,17,Medium,7,5,2024,May,38:48.2
07/05/2024,35:37.2,cash,Cash,34,Americano with Milk,18,Medium,7,5,2024,May,35:37.2
07/05/2024,12:12.5,card,ANON-0000-0000-0154,37.72,Cappuccino,19,Medium,7,5,2024,May,12:12.5
07/05/2024,13:12.2,card,ANON-0000-0000-0154,37.72,Cappuccino,19,Medium,7,5,2024,May,13:12.2
08/05/2024,07:28.9,card,ANON-0000-0000-0001,37.72,Latte,10,Medium,8,5,2024,May,07:28.9
09/05/2024,54:21.8,card,ANON-0000-0000-0155,37.72,Cappuccino,12,Medium,9,5,2024,May,54:21.8
09/05/2024,03:58.6,card,ANON-0000-0000-0156,27.92,Americano,13,Medium,9,5,2024,May,03:58.6
09/05/2024,04:57.6,card,ANON-0000-0000-0156,37.72,Latte,13,Medium,9,5,2024,May,04:57.6
09/05/2024,06:11.3,card,ANON-0000-0000-0156,37.72,Latte,13,Medium,9,5,2024,May,06:11.3
09/05/2024,07:16.4,card,ANON-0000-0000-0156,37.72,Latte,13,Medium,9,5,2024,May,07:16.4
09/05/2024,55:14.6,card,ANON-0000-0000-0118,27.92,Americano,16,Medium,9,5,2024,May,55:14.6
09/05/2024,56:15.0,card,ANON-0000-0000-0118,27.92,Americano,16,Medium,9,5,2024,May,56:15.0
09/05/2024,01:29.9,card,ANON-0000-0000-0157,27.92,Americano,18,Medium,9,5,2024,May,01:29.9
09/05/2024,13:56.2,card,ANON-0000-0000-0143,32.82,Americano with Milk,18,Medium,9,5,2024,May,13:56.2
10/05/2024,09:22.0,cash,Cash,39,Latte,10,Medium,10,5,2024,May,09:22.0
10/05/2024,46:21.5,card,ANON-0000-0000-0158,37.72,Latte,15,Medium,10,5,2024,May,46:21.5
10/05/2024,47:32.5,card,ANON-0000-0000-0158,37.72,Latte,15,Medium,10,5,2024,May,47:32.5
10/05/2024,20:15.1,cash,Cash,34,Americano with Milk,16,Medium,10,5,2024,May,20:15.1
11/05/2024,39:52.9,card,ANON-0000-0000-0069,37.72,Latte,11,Medium,11,5,2024,May,39:52.9
11/05/2024,02:43.6,cash,Cash,39,Latte,17,Medium,11,5,2024,May,02:43.6
11/05/2024,20:30.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,17,Medium,11,5,2024,May,20:30.4
11/05/2024,21:56.1,card,ANON-0000-0000-0026,37.72,Cocoa,17,Medium,11,5,2024,May,21:56.1
11/05/2024,23:57.3,card,ANON-0000-0000-0040,37.72,Cappuccino,17,Medium,11,5,2024,May,23:57.3
11/05/2024,28:54.1,card,ANON-0000-0000-0012,32.82,Americano with Milk,17,Medium,11,5,2024,May,28:54.1
11/05/2024,35:40.3,card,ANON-0000-0000-0115,37.72,Cappuccino,18,Medium,11,5,2024,May,35:40.3
11/05/2024,38:16.1,card,ANON-0000-0000-0159,37.72,Latte,19,Medium,11,5,2024,May,38:16.1
12/05/2024,20:42.5,card,ANON-0000-0000-0001,37.72,Latte,10,Medium,12,5,2024,May,20:42.5
12/05/2024,24:03.5,card,ANON-0000-0000-0160,37.72,Latte,13,Medium,12,5,2024,May,24:03.5
12/05/2024,27:39.0,card,ANON-0000-0000-0161,27.92,Americano,13,Medium,12,5,2024,May,27:39.0
12/05/2024,16:19.8,card,ANON-0000-0000-0077,37.72,Latte,15,Medium,12,5,2024,May,16:19.8
12/05/2024,38:02.4,card,ANON-0000-0000-0162,32.82,Americano with Milk,15,Medium,12,5,2024,May,38:02.4
12/05/2024,52:14.9,card,ANON-0000-0000-0163,32.82,Americano with Milk,15,Medium,12,5,2024,May,52:14.9
12/05/2024,04:21.1,card,ANON-0000-0000-0012,32.82,Americano with Milk,16,Medium,12,5,2024,May,04:21.1
12/05/2024,41:30.6,card,ANON-0000-0000-0009,32.82,Americano with Milk,19,Medium,12,5,2024,May,41:30.6
13/05/2024,03:53.3,card,ANON-0000-0000-0164,32.82,Americano with Milk,11,Medium,13,5,2024,May,03:53.3
13/05/2024,31:10.8,cash,Cash,29,Americano,15,Medium,13,5,2024,May,31:10.8
13/05/2024,31:50.9,cash,Cash,29,Americano,15,Medium,13,5,2024,May,31:50.9
14/05/2024,38:14.6,card,ANON-0000-0000-0012,27.92,Americano,8,Medium,14,5,2024,May,38:14.6
14/05/2024,39:25.5,card,ANON-0000-0000-0012,27.92,Americano,8,Medium,14,5,2024,May,39:25.5
14/05/2024,40:17.5,card,ANON-0000-0000-0012,27.92,Americano,8,Medium,14,5,2024,May,40:17.5
14/05/2024,19:23.2,card,ANON-0000-0000-0012,37.72,Cappuccino,10,Medium,14,5,2024,May,19:23.2
14/05/2024,32:29.4,card,ANON-0000-0000-0165,37.72,Latte,11,Medium,14,5,2024,May,32:29.4
14/05/2024,34:12.9,card,ANON-0000-0000-0165,37.72,Cappuccino,11,Medium,14,5,2024,May,34:12.9
14/05/2024,04:54.6,card,ANON-0000-0000-0025,37.72,Cappuccino,14,Medium,14,5,2024,May,04:54.6
14/05/2024,06:00.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,14,Medium,14,5,2024,May,06:00.4
14/05/2024,01:54.8,card,ANON-0000-0000-0040,27.92,Americano,15,Medium,14,5,2024,May,01:54.8
14/05/2024,57:57.2,card,ANON-0000-0000-0166,32.82,Americano with Milk,16,Medium,14,5,2024,May,57:57.2
14/05/2024,59:10.2,card,ANON-0000-0000-0166,37.72,Cappuccino,16,Medium,14,5,2024,May,59:10.2
14/05/2024,51:25.2,card,ANON-0000-0000-0167,37.72,Hot Chocolate,22,Medium,14,5,2024,May,51:25.2
15/05/2024,40:05.7,card,ANON-0000-0000-0168,37.72,Latte,8,Medium,15,5,2024,May,40:05.7
15/05/2024,14:19.4,card,ANON-0000-0000-0012,23.02,Espresso,11,Medium,15,5,2024,May,14:19.4
15/05/2024,19:10.0,card,ANON-0000-0000-0012,27.92,Americano,11,Medium,15,5,2024,May,19:10.0
15/05/2024,34:35.1,card,ANON-0000-0000-0003,27.92,Americano,13,Medium,15,5,2024,May,34:35.1
15/05/2024,35:29.2,card,ANON-0000-0000-0003,27.92,Americano,13,Medium,15,5,2024,May,35:29.2
15/05/2024,36:27.3,card,ANON-0000-0000-0003,27.92,Americano,13,Medium,15,5,2024,May,36:27.3
15/05/2024,55:29.0,card,ANON-0000-0000-0164,32.82,Americano with Milk,13,Medium,15,5,2024,May,55:29.0
15/05/2024,38:10.8,cash,Cash,29,Americano,14,Medium,15,5,2024,May,38:10.8
15/05/2024,38:52.3,card,ANON-0000-0000-0169,27.92,Cortado,14,Medium,15,5,2024,May,38:52.3
15/05/2024,39:44.4,card,ANON-0000-0000-0012,27.92,Cortado,14,Medium,15,5,2024,May,39:44.4
15/05/2024,28:58.6,card,ANON-0000-0000-0170,23.02,Espresso,17,Medium,15,5,2024,May,28:58.6
15/05/2024,20:34.8,card,ANON-0000-0000-0171,37.72,Cappuccino,20,Medium,15,5,2024,May,20:34.8
16/05/2024,38:42.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,10,Medium,16,5,2024,May,38:42.5
16/05/2024,39:49.4,card,ANON-0000-0000-0172,32.82,Americano with Milk,10,Medium,16,5,2024,May,39:49.4
16/05/2024,42:50.3,cash,Cash,39,Latte,11,Medium,16,5,2024,May,42:50.3
16/05/2024,44:20.8,cash,Cash,39,Cappuccino,11,Medium,16,5,2024,May,44:20.8
16/05/2024,14:00.1,card,ANON-0000-0000-0173,32.82,Americano with Milk,12,Medium,16,5,2024,May,14:00.1
16/05/2024,15:16.3,card,ANON-0000-0000-0174,37.72,Hot Chocolate,15,Medium,16,5,2024,May,15:16.3
16/05/2024,44:31.5,card,ANON-0000-0000-0069,37.72,Latte,17,Medium,16,5,2024,May,44:31.5
16/05/2024,12:56.9,card,ANON-0000-0000-0175,37.72,Hot Chocolate,18,Medium,16,5,2024,May,12:56.9
16/05/2024,13:58.2,card,ANON-0000-0000-0175,37.72,Latte,18,Medium,16,5,2024,May,13:58.2
17/05/2024,00:48.5,card,ANON-0000-0000-0033,27.92,Americano,9,Medium,17,5,2024,May,00:48.5
17/05/2024,30:27.6,card,ANON-0000-0000-0164,32.82,Americano with Milk,11,Medium,17,5,2024,May,30:27.6
17/05/2024,58:03.1,cash,Cash,34,Americano with Milk,14,Medium,17,5,2024,May,58:03.1
17/05/2024,55:18.5,card,ANON-0000-0000-0012,32.82,Americano with Milk,19,Medium,17,5,2024,May,55:18.5
17/05/2024,56:46.8,card,ANON-0000-0000-0009,37.72,Cappuccino,19,Medium,17,5,2024,May,56:46.8
17/05/2024,37:52.9,card,ANON-0000-0000-0176,37.72,Cappuccino,20,Medium,17,5,2024,May,37:52.9
17/05/2024,34:50.8,card,ANON-0000-0000-0177,27.92,Americano,22,Medium,17,5,2024,May,34:50.8
17/05/2024,36:33.4,card,ANON-0000-0000-0178,37.72,Latte,22,Medium,17,5,2024,May,36:33.4
17/05/2024,37:42.8,card,ANON-0000-0000-0179,37.72,Latte,22,Medium,17,5,2024,May,37:42.8
18/05/2024,01:37.9,card,ANON-0000-0000-0180,37.72,Cappuccino,8,Medium,18,5,2024,May,01:37.9
18/05/2024,02:40.0,card,ANON-0000-0000-0180,37.72,Cappuccino,8,Medium,18,5,2024,May,02:40.0
18/05/2024,15:56.1,card,ANON-0000-0000-0181,32.82,Americano with Milk,11,Medium,18,5,2024,May,15:56.1
18/05/2024,48:29.4,card,ANON-0000-0000-0172,32.82,Americano with Milk,16,Medium,18,5,2024,May,48:29.4
18/05/2024,49:27.1,card,ANON-0000-0000-0097,32.82,Americano with Milk,16,Medium,18,5,2024,May,49:27.1
18/05/2024,58:44.2,card,ANON-0000-0000-0040,32.82,Americano with Milk,19,Medium,18,5,2024,May,58:44.2
18/05/2024,22:53.1,card,ANON-0000-0000-0009,37.72,Latte,20,Medium,18,5,2024,May,22:53.1
18/05/2024,05:27.5,cash,Cash,39,Cappuccino,22,Medium,18,5,2024,May,05:27.5
19/05/2024,58:38.3,card,ANON-0000-0000-0182,27.92,Americano,7,Medium,19,5,2024,May,58:38.3
19/05/2024,59:33.5,card,ANON-0000-0000-0182,27.92,Americano,7,Medium,19,5,2024,May,59:33.5
19/05/2024,00:35.1,card,ANON-0000-0000-0183,37.72,Cappuccino,8,Medium,19,5,2024,May,00:35.1
19/05/2024,28:49.7,cash,Cash,24,Espresso,9,Medium,19,5,2024,May,28:49.7
19/05/2024,14:26.7,card,ANON-0000-0000-0184,32.82,Americano with Milk,12,Medium,19,5,2024,May,14:26.7
19/05/2024,43:40.0,card,ANON-0000-0000-0012,27.92,Americano,14,Medium,19,5,2024,May,43:40.0
19/05/2024,58:58.2,card,ANON-0000-0000-0185,32.82,Americano with Milk,15,Medium,19,5,2024,May,58:58.2
19/05/2024,12:36.3,card,ANON-0000-0000-0186,32.82,Americano with Milk,18,Medium,19,5,2024,May,12:36.3
19/05/2024,13:47.8,card,ANON-0000-0000-0186,23.02,Espresso,18,Medium,19,5,2024,May,13:47.8
19/05/2024,16:30.0,card,ANON-0000-0000-0186,37.72,Hot Chocolate,18,Medium,19,5,2024,May,16:30.0
19/05/2024,51:07.0,card,ANON-0000-0000-0187,37.72,Cappuccino,19,Medium,19,5,2024,May,51:07.0
19/05/2024,15:41.8,card,ANON-0000-0000-0188,37.72,Cappuccino,21,Medium,19,5,2024,May,15:41.8
19/05/2024,18:36.1,card,ANON-0000-0000-0189,37.72,Cappuccino,21,Medium,19,5,2024,May,18:36.1
20/05/2024,05:59.2,card,ANON-0000-0000-0190,32.82,Americano with Milk,10,Medium,20,5,2024,May,05:59.2
20/05/2024,17:51.9,card,ANON-0000-0000-0191,37.72,Latte,10,Medium,20,5,2024,May,17:51.9
20/05/2024,58:48.4,card,ANON-0000-0000-0001,37.72,Latte,10,Medium,20,5,2024,May,58:48.4
20/05/2024,15:16.4,card,ANON-0000-0000-0143,27.92,Americano,11,Medium,20,5,2024,May,15:16.4
20/05/2024,16:19.6,card,ANON-0000-0000-0143,27.92,Americano,11,Medium,20,5,2024,May,16:19.6
20/05/2024,27:13.4,card,ANON-0000-0000-0003,27.92,Americano,13,Medium,20,5,2024,May,27:13.4
20/05/2024,28:10.4,card,ANON-0000-0000-0003,27.92,Americano,13,Medium,20,5,2024,May,28:10.4
20/05/2024,13:19.0,card,ANON-0000-0000-0192,32.82,Americano with Milk,14,Medium,20,5,2024,May,13:19.0
20/05/2024,14:31.4,card,ANON-0000-0000-0192,37.72,Cappuccino,14,Medium,20,5,2024,May,14:31.4
20/05/2024,32:21.3,cash,Cash,29,Americano,14,Medium,20,5,2024,May,32:21.3
20/05/2024,12:51.1,card,ANON-0000-0000-0120,37.72,Latte,17,Medium,20,5,2024,May,12:51.1
20/05/2024,13:56.9,card,ANON-0000-0000-0193,37.72,Latte,17,Medium,20,5,2024,May,13:56.9
20/05/2024,36:48.3,card,ANON-0000-0000-0194,32.82,Americano with Milk,20,Medium,20,5,2024,May,36:48.3
20/05/2024,37:57.3,card,ANON-0000-0000-0194,37.72,Cocoa,20,Medium,20,5,2024,May,37:57.3
20/05/2024,46:52.1,card,ANON-0000-0000-0195,27.92,Cortado,20,Medium,20,5,2024,May,46:52.1
20/05/2024,36:54.0,card,ANON-0000-0000-0012,32.82,Americano with Milk,21,Medium,20,5,2024,May,36:54.0
20/05/2024,37:57.8,card,ANON-0000-0000-0012,32.82,Americano with Milk,21,Medium,20,5,2024,May,37:57.8
21/05/2024,27:38.2,card,ANON-0000-0000-0196,37.72,Latte,8,Medium,21,5,2024,May,27:38.2
21/05/2024,43:50.7,cash,Cash,29,Americano,9,Medium,21,5,2024,May,43:50.7
21/05/2024,44:40.3,cash,Cash,34,Americano with Milk,9,Medium,21,5,2024,May,44:40.3
21/05/2024,46:09.4,cash,Cash,39,Cocoa,9,Medium,21,5,2024,May,46:09.4
21/05/2024,05:08.0,cash,Cash,39,Latte,10,Medium,21,5,2024,May,05:08.0
21/05/2024,10:20.0,card,ANON-0000-0000-0197,37.72,Latte,16,Medium,21,5,2024,May,10:20.0
21/05/2024,13:24.0,card,ANON-0000-0000-0012,23.02,Espresso,18,Medium,21,5,2024,May,13:24.0
21/05/2024,11:09.2,card,ANON-0000-0000-0198,37.72,Cappuccino,19,Medium,21,5,2024,May,11:09.2
21/05/2024,13:48.4,card,ANON-0000-0000-0199,37.72,Cappuccino,20,Medium,21,5,2024,May,13:48.4
22/05/2024,34:41.8,card,ANON-0000-0000-0200,37.72,Cappuccino,9,Medium,22,5,2024,May,34:41.8
22/05/2024,49:47.0,card,ANON-0000-0000-0191,32.82,Americano with Milk,10,Medium,22,5,2024,May,49:47.0
22/05/2024,18:14.3,card,ANON-0000-0000-0141,27.92,Cortado,11,Medium,22,5,2024,May,18:14.3
22/05/2024,34:55.0,card,ANON-0000-0000-0097,32.82,Americano with Milk,11,Medium,22,5,2024,May,34:55.0
22/05/2024,29:50.8,card,ANON-0000-0000-0012,27.92,Americano,12,Medium,22,5,2024,May,29:50.8
22/05/2024,30:43.3,card,ANON-0000-0000-0012,27.92,Americano,12,Medium,22,5,2024,May,30:43.3
22/05/2024,00:20.5,card,ANON-0000-0000-0009,32.82,Americano with Milk,14,Medium,22,5,2024,May,00:20.5
22/05/2024,24:58.1,card,ANON-0000-0000-0134,37.72,Cappuccino,19,Medium,22,5,2024,May,24:58.1
22/05/2024,25:58.6,card,ANON-0000-0000-0134,37.72,Cappuccino,19,Medium,22,5,2024,May,25:58.6
22/05/2024,23:53.0,card,ANON-0000-0000-0180,37.72,Hot Chocolate,21,Medium,22,5,2024,May,21:23:53
22/05/2024,24:49.6,card,ANON-0000-0000-0180,37.72,Cappuccino,21,Medium,22,5,2024,May,24:49.6
23/05/2024,10:19.6,card,ANON-0000-0000-0201,37.72,Cappuccino,10,Medium,23,5,2024,May,10:19.6
23/05/2024,22:06.6,card,ANON-0000-0000-0202,23.02,Espresso,12,Medium,23,5,2024,May,22:06.6
23/05/2024,55:16.6,card,ANON-0000-0000-0180,37.72,Cappuccino,15,Medium,23,5,2024,May,55:16.6
